Age,BusinessTravel,department,DistanceFromHome,Education,EducationField,Gender,job_role,JobSatisfaction,MaritalStatus,monthly_income,NumCompaniesWorked,overtime,PercentSalaryHike,PerformanceRating,YearsInCurrentRole,YearsSinceLastPromotion,industry_proxy,layoff_target
45,Travel_Rarely,Research & Development,20,3,Medical,Male,Healthcare Representative,1,Divorced,10851,2,Yes,18,3,7,0,Technology and Services,0
31,Travel_Rarely,Human Resources,8,2,Medical,Female,Human Resources,2,Single,2109,9,No,18,3,2,0,Professional Services,0
31,Travel_Frequently,Research & Development,2,3,Life Sciences,Male,Laboratory Technician,4,Married,3722,6,Yes,13,3,2,2,Technology and Services,0
45,Travel_Rarely,Research & Development,29,3,Technical Degree,Male,Manufacturing Director,4,Married,9380,4,Yes,18,3,1,1,Technology and Services,0
48,Travel_Rarely,Sales,7,3,Marketing,Male,Sales Executive,1,Divorced,5486,4,No,11,3,2,2,Retail and Consumer,0
34,Travel_Rarely,Human Resources,9,4,Technical Degree,Female,Human Resources,3,Married,2742,1,No,15,3,2,2,Professional Services,1
40,Non-Travel,Research & Development,8,1,Medical,Male,Research Director,2,Divorced,13757,2,No,11,3,8,4,Technology and Services,0
28,Travel_Rarely,Sales,5,3,Medical,Male,Sales Executive,1,Single,8463,0,No,18,3,4,1,Retail and Consumer,0
44,Non-Travel,Research & Development,5,3,Life Sciences,Male,Laboratory Technician,3,Single,3162,3,No,14,3,2,0,Technology and Services,0
53,Travel_Rarely,Research & Development,2,3,Medical,Male,Research Director,2,Single,16598,4,No,12,3,8,8,Technology and Services,0
49,Travel_Rarely,Research & Development,5,4,Technical Degree,Male,Healthcare Representative,3,Married,6651,2,No,14,3,2,1,Technology and Services,0
40,Travel_Rarely,Research & Development,2,3,Medical,Male,Research Scientist,3,Divorced,2345,2,No,14,3,1,1,Technology and Services,0
44,Travel_Rarely,Research & Development,20,3,Life Sciences,Male,Research Scientist,2,Single,3420,1,No,13,3,2,1,Technology and Services,0
33,Travel_Frequently,Sales,7,3,Medical,Male,Sales Executive,1,Married,4373,0,No,14,3,3,0,Retail and Consumer,0
34,Travel_Rarely,Sales,3,3,Other,Male,Sales Executive,1,Single,4759,3,No,18,3,9,3,Retail and Consumer,0
30,Travel_Rarely,Sales,16,1,Life Sciences,Male,Sales Executive,3,Married,5301,8,No,15,3,1,2,Retail and Consumer,0
42,Travel_Frequently,Research & Development,9,2,Medical,Female,Laboratory Technician,4,Single,3673,1,No,13,3,9,5,Technology and Services,0
44,Travel_Frequently,Sales,1,5,Marketing,Female,Sales Executive,3,Married,4768,7,No,12,3,0,0,Retail and Consumer,0
30,Non-Travel,Research & Development,7,3,Technical Degree,Male,Research Scientist,3,Divorced,1359,1,No,13,3,0,0,Technology and Services,0
57,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,Research Scientist,3,Married,4900,0,No,24,4,9,2,Technology and Services,0
49,Travel_Rarely,Research & Development,7,4,Life Sciences,Male,Healthcare Representative,2,Divorced,10466,3,No,14,3,7,0,Technology and Services,0
34,Travel_Frequently,Research & Development,15,3,Medical,Male,Research Director,1,Divorced,17007,7,No,14,3,8,6,Technology and Services,0
28,Travel_Frequently,Sales,1,3,Technical Degree,Male,Sales Representative,3,Married,2909,3,No,15,3,2,1,Retail and Consumer,1
29,Travel_Frequently,Sales,13,3,Technical Degree,Female,Sales Executive,2,Single,5765,5,No,11,3,3,0,Retail and Consumer,1
34,Travel_Rarely,Sales,24,4,Medical,Female,Sales Executive,2,Single,4599,0,Yes,23,4,9,10,Retail and Consumer,1
35,Travel_Rarely,Sales,7,1,Life Sciences,Male,Sales Representative,3,Married,2404,1,No,13,3,0,0,Retail and Consumer,0
24,Travel_Frequently,Research & Development,9,3,Medical,Male,Laboratory Technician,1,Single,3172,2,Yes,11,3,0,0,Technology and Services,0
24,Non-Travel,Sales,13,2,Life Sciences,Female,Sales Representative,2,Married,2033,1,No,13,3,0,0,Retail and Consumer,0
44,Travel_Frequently,Research & Development,2,1,Medical,Male,Manufacturing Director,3,Single,10209,5,Yes,18,3,2,2,Technology and Services,0
29,Travel_Rarely,Sales,19,3,Life Sciences,Male,Sales Executive,3,Divorced,8620,1,No,14,3,7,0,Retail and Consumer,0
30,Travel_Rarely,Human Resources,1,3,Life Sciences,Male,Human Resources,3,Divorced,2064,0,No,21,4,3,1,Professional Services,0
55,Travel_Rarely,Research & Development,4,4,Life Sciences,Male,Healthcare Representative,3,Married,4035,0,Yes,16,3,2,1,Technology and Services,0
33,Travel_Rarely,Research & Development,4,4,Medical,Female,Laboratory Technician,2,Married,3838,8,No,11,3,4,0,Technology and Services,0
47,Travel_Rarely,Sales,14,3,Medical,Female,Sales Executive,3,Married,4591,3,Yes,17,3,4,1,Retail and Consumer,0
28,Travel_Frequently,Research & Development,2,2,Medical,Male,Laboratory Technician,1,Single,2561,7,No,11,3,0,0,Technology and Services,0
28,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,Research Scientist,3,Divorced,1563,1,No,14,3,0,0,Technology and Services,0
28,Travel_Frequently,Sales,7,3,Life Sciences,Male,Sales Executive,1,Single,4898,0,No,14,3,2,1,Retail and Consumer,0
49,Travel_Rarely,Research & Development,3,2,Medical,Female,Laboratory Technician,1,Married,4789,4,No,25,4,2,1,Technology and Services,0
29,Travel_Frequently,Research & Development,2,1,Life Sciences,Female,Laboratory Technician,2,Married,3180,0,No,13,3,2,0,Technology and Services,0
28,Travel_Rarely,Research & Development,29,1,Life Sciences,Male,Manufacturing Director,2,Married,6549,1,No,14,3,6,1,Technology and Services,0
33,Travel_Rarely,Research & Development,8,5,Life Sciences,Male,Healthcare Representative,3,Single,6388,2,Yes,17,3,0,0,Technology and Services,0
32,Travel_Rarely,Research & Development,10,3,Medical,Male,Manager,4,Single,11244,2,No,25,4,2,0,Technology and Services,0
54,Travel_Frequently,Research & Development,11,4,Medical,Female,Manager,4,Divorced,16032,3,No,20,4,9,1,Technology and Services,0
29,Travel_Rarely,Research & Development,1,4,Technical Degree,Male,Research Scientist,1,Single,2362,6,No,13,3,7,0,Technology and Services,0
44,Travel_Rarely,Research & Development,28,3,Life Sciences,Male,Research Director,1,Married,16328,3,No,13,3,6,14,Technology and Services,0
39,Travel_Rarely,Research & Development,6,3,Life Sciences,Female,Manufacturing Director,2,Single,8376,4,No,18,3,0,2,Technology and Services,0
46,Travel_Rarely,Sales,3,3,Life Sciences,Female,Manager,2,Married,16606,8,No,12,3,12,5,Retail and Consumer,0
35,Travel_Rarely,Research & Development,16,3,Life Sciences,Female,Healthcare Representative,2,Single,8606,1,No,19,3,8,3,Technology and Services,0
23,Travel_Rarely,Research & Development,20,1,Life Sciences,Male,Laboratory Technician,3,Single,2272,0,No,14,3,3,1,Technology and Services,0
40,Travel_Rarely,Research & Development,9,4,Life Sciences,Male,Laboratory Technician,1,Single,2018,3,No,14,3,4,1,Technology and Services,0
34,Travel_Rarely,Sales,1,3,Technical Degree,Male,Sales Executive,3,Married,7083,1,Yes,14,3,9,8,Retail and Consumer,0
31,Travel_Frequently,Research & Development,3,3,Life Sciences,Female,Research Scientist,3,Single,4084,1,No,12,3,2,7,Technology and Services,0
50,Travel_Frequently,Research & Development,22,5,Medical,Male,Research Director,4,Single,14411,1,Yes,13,3,6,13,Technology and Services,0
34,Travel_Rarely,Sales,7,2,Technical Degree,Male,Sales Representative,3,Married,2308,0,Yes,25,4,10,5,Retail and Consumer,0
42,Travel_Rarely,Research & Development,2,3,Medical,Male,Laboratory Technician,2,Married,4841,4,No,14,3,0,0,Technology and Services,0
37,Travel_Rarely,Research & Development,13,3,Medical,Male,Research Scientist,4,Married,4285,1,No,17,3,8,3,Technology and Services,0
29,Travel_Rarely,Research & Development,8,1,Other,Female,Healthcare Representative,1,Married,9715,3,No,13,3,7,0,Technology and Services,0
33,Travel_Rarely,Research & Development,25,3,Life Sciences,Male,Manufacturing Director,2,Single,4320,1,No,13,3,3,0,Technology and Services,0
45,Travel_Rarely,Research & Development,28,3,Technical Degree,Male,Research Scientist,4,Married,2132,4,No,20,4,4,0,Technology and Services,0
42,Travel_Frequently,Research & Development,2,3,Life Sciences,Male,Healthcare Representative,4,Married,10124,2,Yes,14,3,8,13,Technology and Services,0
40,Travel_Rarely,Sales,9,2,Medical,Male,Sales Executive,1,Married,5473,0,No,12,3,4,7,Retail and Consumer,0
33,Travel_Rarely,Research & Development,28,4,Life Sciences,Male,Laboratory Technician,3,Married,5207,1,Yes,12,3,14,5,Technology and Services,0
40,Travel_Rarely,Human Resources,6,2,Medical,Male,Manager,4,Single,16437,1,Yes,21,4,7,7,Professional Services,0
24,Travel_Rarely,Research & Development,21,2,Technical Degree,Male,Laboratory Technician,1,Divorced,2296,0,No,14,3,1,0,Technology and Services,0
40,Non-Travel,Research & Development,8,2,Life Sciences,Male,Healthcare Representative,4,Divorced,4069,3,Yes,18,3,2,2,Technology and Services,0
45,Travel_Rarely,Research & Development,1,4,Technical Degree,Male,Healthcare Representative,2,Divorced,7441,1,No,12,3,8,7,Technology and Services,0
35,Travel_Rarely,Sales,28,4,Life Sciences,Female,Sales Representative,3,Married,2430,0,No,23,4,3,4,Retail and Consumer,0
